experiment,model_label,method,condition,check,qid,pid_i,pid_j,k,actual_k,trial,g,g_perturbed,delta_g,abs_g_gap,preference_flipped,sign_preserved
cross_encoder,Cross-encoder,pairwise_ig,random,deletion,1001108,7870036,302808,10,10,0,15.007686138153076,15.32949161529541,-0.321805477142334,0.321805477142334,0,1
cross_encoder,Cross-encoder,pairwise_ig,random,deletion,1001108,7870036,302808,10,10,1,15.007686138153076,14.66437292098999,0.34331321716308594,0.34331321716308594,0,1
cross_encoder,Cross-encoder,pairwise_ig,random,deletion,1001108,7870036,302808,10,10,2,15.007686138153076,14.64470386505127,0.36298227310180664,0.36298227310180664,0,1
cross_encoder,Cross-encoder,pairwise_ig,random,deletion,1001108,7870036,302808,10,10,3,15.007686138153076,14.038251876831055,0.9694342613220215,0.9694342613220215,0,1
cross_encoder,Cross-encoder,pairwise_ig,random,deletion,1001108,7870036,302808,10,10,4,15.007686138153076,14.631172180175781,0.3765139579772949,0.3765139579772949,0,1
cross_encoder,Cross-encoder,pairwise_ig,random,deletion,1001108,7870036,302808,10,10,5,15.007686138153076,14.481751918792725,0.5259342193603516,0.5259342193603516,0,1
cross_encoder,Cross-encoder,pairwise_ig,random,deletion,1001108,7870036,302808,10,10,6,15.007686138153076,15.588363647460938,-0.5806775093078613,0.5806775093078613,0,1
cross_encoder,Cross-encoder,pairwise_ig,random,deletion,1001108,7870036,302808,10,10,7,15.007686138153076,14.675713062286377,0.3319730758666992,0.3319730758666992,0,1
cross_encoder,Cross-encoder,pairwise_ig,random,deletion,1001108,7870036,302808,10,10,8,15.007686138153076,14.897054195404053,0.11063194274902344,0.11063194274902344,0,1
cross_encoder,Cross-encoder,pairwise_ig,random,deletion,1001108,7870036,302808,10,10,9,15.007686138153076,14.030306816101074,0.977379322052002,0.977379322052002,0,1
cross_encoder,Cross-encoder,pairwise_ig,explanation,preservation,1001108,7870036,302808,10,10,0,15.007686138153076,-0.22665786743164062,15.234344005584717,15.234344005584717,1,0
